public_compound_id,target_gene,contexts_x,n_datasets_scored,n_datasets_top5pct,n_datasets_top1pct,best_percentile,max_cosine,median_percentile,best_dataset_exact,tier,best_z,n_contexts,contexts_y,best_rank,kd_delta_median,kd_flag_weak,contexts,name,moa_class,primary_target,evidence_strength,hub_frac,hub_flag
CPD_360434106630,SUGT1,"zel028_hek293,zel031_a549,zel039_aec7",10,10,3,0.0034553025604677,0.1847356110811233,0.1012498278906837,zhu_cd4t_rest,,10.342464,3.0,,3.0,,,"zel028_hek293,zel031_a549,zel039_aec7",IRAK inhibitor 1,Stress_kinase_inhibitor,IRAK1/IRAK4,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_326167036106,CMTR1,"zel028_hek293,zel031_a549,zel039_aec7",10,10,4,0.0045967404931048,0.3124344050884247,0.0722134149674739,rpe1,,10.277919,3.0,,21.0,,,"zel028_hek293,zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0297176090944227,hub_generic_stress
CPD_326167036106,HDAC7,"zel028_hek293,zel031_a549,zel039_aec7",10,10,0,0.0118783795762786,0.2119122296571731,0.0900926358617511,zhu_cd4t_stim48hr,,10.135975,3.0,,25.0,,,"zel028_hek293,zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0136502230047668,hub_generic_stress
CPD_854033170577,XRN1,"zel024_hek293,zel031_thp1",10,10,5,0.0020894274968658,0.1572198122739792,0.0488515369376877,rpe1,B_consensus_strong,10.042849,2.0,"zel024_hek293,zel031_thp1",2.0,-1.342105269432068,False,,,,,strong_multi_dataset,0.0589689633805927,hub_generic_stress
CPD_930596955388,CMTR1,"zel031_a549,zel039_aec7",10,10,2,0.0041788549937317,0.3605635464191437,0.0528080898136977,rpe1,,10.019409,2.0,,36.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0297176090944227,hub_generic_stress
CPD_780406670572,ARIH1,"zel028_hek293,zel031_a549,zel039_aec7",10,10,4,0.0025121511659658,0.2027391046285629,0.1030087755954868,xatlas_hek293t,,9.85866,3.0,,3.0,,,"zel028_hek293,zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0242820596192661,hub_generic_stress
CPD_167907273288,SUGT1,"zel028_hek293,zel031_a549,zel039_aec7",10,10,2,0.001664476565922,0.1901037991046905,0.0918208683313303,zhu_cd4t_stim8hr,,9.680718,3.0,,2.0,,,"zel028_hek293,zel031_a549,zel039_aec7",lapatinib,EGFR_HER2_inhibitor,EGFR/HER2,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_551123606397,SUGT1,"zel024_hek293,zel031_thp1",10,10,1,0.0098992553657468,0.1173947378993034,0.0536737640029704,zhu_cd4t_stim8hr,B_consensus_strong,9.618553,2.0,"zel024_hek293,zel031_thp1",8.0,-3.0098047256469727,False,,,,,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_551123606397,XRN1,"zel024_hek293,zel031_thp1",10,10,4,0.0012536564981195,0.1666131615638733,0.051860359249739,rpe1,B_consensus_strong,9.441738,2.0,"zel024_hek293,zel031_thp1",5.0,-1.342105269432068,False,,,,,strong_multi_dataset,0.0589689633805927,hub_generic_stress
CPD_854033170577,DDX6,"zel024_hek293,zel031_thp1",10,10,2,8.864462370357238e-05,0.1271107047796249,0.0467700838411955,zhu_cd4t_stim48hr,B_consensus_strong,9.363602,2.0,"zel024_hek293,zel031_thp1",9.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_551123606397,DDX6,"zel024_hek293,zel031_thp1",10,10,2,8.864462370357238e-05,0.1177089735865593,0.0505528334119499,zhu_cd4t_stim48hr,B_consensus_strong,8.96473,2.0,"zel024_hek293,zel031_thp1",9.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_551123606397,CTNNBL1,"zel024_hek293,zel031_thp1",10,10,3,0.0020894274968658,0.1061211675405502,0.0588024833682052,jurkat,B_consensus_strong,8.923299,2.0,"zel024_hek293,zel031_thp1",2.0,-1.2481745481491089,False,,,,,strong_multi_dataset,0.0262820473494027,hub_generic_stress
CPD_854033170577,CTNNBL1,"zel024_hek293,zel031_thp1",10,10,2,0.0012536564981195,0.1107493489980697,0.0499415881503562,jurkat,B_consensus_strong,8.882372,2.0,"zel024_hek293,zel031_thp1",1.0,-1.2481745481491089,False,,,,,strong_multi_dataset,0.0262820473494027,hub_generic_stress
CPD_245540788536,UPF2,"zel031_a549,zel031_thp1",10,10,2,0.0020894274968658,0.2143925428390503,0.0454984689429437,rpe1,B_consensus_strong,8.881733,2.0,"zel031_a549,zel031_thp1",1.0,-1.5679939985275269,False,,,,,strong_multi_dataset,0.0828829270986067,hub_generic_stress
CPD_448130637478,DDX6,"zel024_hek293,zel031_thp1",10,10,4,8.864462370357238e-05,0.1344987750053405,0.0501533070521243,zhu_cd4t_stim48hr,B_consensus_strong,8.610821,2.0,"zel024_hek293,zel031_thp1",10.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_320832145585,DDX6,"zel031_a549,zel031_thp1",10,10,2,0.0008864462370357,0.1370297223329544,0.056116029389906,zhu_cd4t_stim48hr,B_consensus_strong,8.377554,2.0,"zel031_a549,zel031_thp1",9.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_895537581036,DDX6,"zel031_a549,zel031_thp1",10,10,3,8.864462370357238e-05,0.1471386551856994,0.0729001711262169,zhu_cd4t_stim48hr,B_consensus_strong,8.246886,2.0,"zel031_a549,zel031_thp1",3.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_148011828843,ZFC3H1,"zel028_a549,zel028_h1650",10,10,5,0.0012536564981195,0.0514689274132251,0.0557473064259573,hepg2,B_consensus_strong,8.22516,2.0,"zel028_a549,zel028_h1650",1.0,-1.9933608770370483,False,,,,,strong_multi_dataset,0.050165336408979,hub_generic_stress
CPD_230100217999,CASC3,"zel028_a549,zel028_h1650",9,10,9,8.864462370357238e-05,0.0568857118487358,0.0171709399750631,zhu_cd4t_stim48hr,B_consensus_strong,8.080959,2.0,"zel028_a549,zel028_h1650",1.0,-1.3566572666168213,False,,,,,strong_multi_dataset,0.0404230648891724,hub_generic_stress
CPD_097241972673,CNOT3,"zel028_hek293,zel039_aec7",7,9,8,0.000109331438255,0.4400286078453064,0.0026925783822862,xatlas_hct116,,11.382473,2.0,,5.0,,,"zel028_hek293,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0382144894816596,hub_generic_stress
CPD_168135774311,CMTR1,"zel031_a549,zel039_aec7",10,9,3,0.005014625992478,0.3307189345359802,0.0633052477839478,rpe1,,11.371749,2.0,,13.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0297176090944227,hub_generic_stress
CPD_849358895118,MMP9,"zel028_h1650,zel031_a549,zel039_aec7",5,9,3,0.0043802014892685,0.1800023168325424,0.0338151554971528,zhu_cd4t_stim8hr,,11.19065,3.0,,4.0,,,"zel028_h1650,zel031_a549,zel039_aec7",GSK126,Epigenetic_writer_eraser,EZH2,strong_multi_dataset,0.0253679425279599,hub_generic_stress
CPD_168135774311,XRCC2,"zel031_a549,zel039_aec7",10,9,4,0.0014892685063512,0.352387934923172,0.0750808108912348,zhu_cd4t_stim8hr,,11.104979,2.0,,8.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_097241972673,UPF2,"zel028_h1650,zel039_aec7",10,9,4,0.0014190147982971,0.4111970067024231,0.0566234851650647,replogle_k562_gwps,,11.068113,2.0,,2.0,,,"zel028_h1650,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0828829270986067,hub_generic_stress
CPD_317738115337,SUGT1,"zel028_hek293,zel031_a549,zel039_aec7",10,9,1,0.0060446780551905,0.2732488512992859,0.0851145246815721,zhu_cd4t_stim8hr,,10.664422,3.0,,1.0,,,"zel028_hek293,zel031_a549,zel039_aec7",ZM336372,MEK_RAF_multikinase,RAF1,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_930596955388,MCM6,"zel028_hek293,zel031_a549,zel039_aec7",7,9,7,0.0008357709987463,0.4181719720363617,0.1288283908604764,jurkat,,10.625657,3.0,,20.0,,,"zel028_hek293,zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0193802492009251,hub_generic_stress
CPD_780406670572,CNOT3,"zel028_hek293,zel039_aec7",7,9,8,5.466571912753512e-05,0.4430776238441467,0.0032660041919089,xatlas_hct116,,10.607314,2.0,,11.0,,,"zel028_hek293,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0382144894816596,hub_generic_stress
CPD_570860546420,MAPK8,"zel028_h1650,zel031_a549,zel039_aec7",6,9,1,0.0034553025604677,0.3161703050136566,0.0763992018229801,zhu_cd4t_rest,,10.480581,3.0,,4.0,,,"zel028_h1650,zel031_a549,zel039_aec7",MK2-IN-1,Stress_kinase_inhibitor,MAPKAPK2/MK2,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_351179563828,SUGT1,"zel028_hek293,zel031_a549,zel039_aec7",10,9,5,0.0041173893999123,0.2336447089910507,0.0924837267170078,zhu_cd4t_stim8hr,,10.410868,3.0,,3.0,,,"zel028_hek293,zel031_a549,zel039_aec7",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,BCR-ABL/SRC,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_930596955388,RPS29,"zel028_h1650,zel028_hek293,zel039_aec7",7,9,4,0.0043753038405444,0.4487432837486267,0.0605933974091099,k562_essential,,10.185302,3.0,,21.0,,,"zel028_h1650,zel028_hek293,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.026594928865467,hub_generic_stress
CPD_780406670572,HDAC7,"zel028_hek293,zel031_a549,zel039_aec7",10,9,1,0.00868717312295,0.2726908028125763,0.1037450392869573,zhu_cd4t_stim48hr,,10.119514,3.0,,17.0,,,"zel028_hek293,zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0136502230047668,hub_generic_stress
CPD_168135774311,STK11,"zel028_hek293,zel031_a549,zel039_aec7",6,9,4,0.0001771950031009,0.1685859560966491,0.0566902749440977,zhu_cd4t_rest,,10.08765,3.0,,10.0,,,"zel028_hek293,zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0105888920926865,hub_generic_stress
CPD_167907273288,DDX6,"zel028_hek293,zel031_a549,zel039_aec7",10,9,3,0.00124102473185,0.1614423841238021,0.1291620533751528,zhu_cd4t_stim48hr,,9.951835,3.0,,5.0,,,"zel028_hek293,zel031_a549,zel039_aec7",lapatinib,EGFR_HER2_inhibitor,EGFR/HER2,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_056284183052,XRCC2,"zel031_a549,zel039_aec7",10,9,4,0.0014892685063512,0.3593929708003998,0.0609930390818328,zhu_cd4t_stim8hr,,9.9316,2.0,,7.0,,,"zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_097241972673,XRCC2,"zel031_a549,zel039_aec7",10,9,4,0.0030661410424879,0.4065684676170349,0.0724204048820666,zhu_cd4t_stim8hr,,9.835412,2.0,,14.0,,,"zel031_a549,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_014302469794,DDX6,"zel028_hek293,zel031_a549,zel039_aec7",10,9,2,0.0027479833348107,0.2087722718715667,0.0716049081339054,zhu_cd4t_stim48hr,,9.809366,3.0,,1.0,,,"zel028_hek293,zel031_a549,zel039_aec7",HTH-01-015,ROCK_inhibitor,NUAK1,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_727697023490,CNOT3,"zel028_hek293,zel039_aec7",7,9,8,0.000109331438255,0.4186080694198608,0.0069759903316937,xatlas_hct116,,9.753878,2.0,,1.0,,,"zel028_hek293,zel039_aec7",AZD-3463,ALK_MET_inhibitor,ALK/IGF1R,strong_multi_dataset,0.0382144894816596,hub_generic_stress
CPD_854033170577,SUGT1,"zel024_hek293,zel031_thp1",10,9,0,0.0116513359614542,0.1171319261193275,0.0931275115265414,zhu_cd4t_stim8hr,B_consensus_strong,8.990496,2.0,"zel024_hek293,zel031_thp1",20.0,-3.0098047256469727,False,,,,,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_863057430107,METTL14,"zel028_h1650,zel028_hek293",11,9,6,8.760402978537013e-05,0.0610780902206897,0.0949850189148363,zhu_cd4t_stim8hr,B_consensus_strong,8.561665,2.0,"zel028_h1650,zel028_hek293",1.0,-1.0311017036437988,False,,,,,strong_multi_dataset,0.0412942251888025,hub_generic_stress
CPD_448130637478,XRN1,"zel024_hek293,zel031_thp1",10,9,5,0.0015203729981755,0.1654075533151626,0.0554994592016172,replogle_k562_gwps,B_consensus_strong,8.355213,2.0,"zel024_hek293,zel031_thp1",5.0,-1.342105269432068,False,,,,,strong_multi_dataset,0.0589689633805927,hub_generic_stress
CPD_593048009026,ATAD5,"zel031_a549,zel031_thp1",6,9,1,0.0008108655990269,0.3018617033958435,0.0194354084436019,replogle_k562_gwps,B_consensus_strong,8.211889,2.0,"zel031_a549,zel031_thp1",3.0,-1.6719963550567627,False,,,,,strong_multi_dataset,0.0204047827927436,hub_generic_stress
CPD_326167036106,CXXC1,"zel031_a549,zel031_thp1,zel039_aec7",10,8,3,0.005014625992478,0.3110864162445068,0.1493873955745987,rpe1,,12.150614,3.0,,1.0,,,"zel031_a549,zel031_thp1,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0469997116582106,hub_generic_stress
CPD_930596955388,SUGT1,"zel028_hek293,zel031_a549,zel039_aec7",10,8,2,0.0015768725361366,0.2928869128227234,0.1033611964389042,zhu_cd4t_stim8hr,,12.02803,3.0,,6.0,,,"zel028_hek293,zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0251961644407089,hub_generic_stress
CPD_780406670572,CXXC1,"zel031_a549,zel039_aec7",10,8,4,0.0026579250465136,0.3392995297908783,0.1280022548572147,zhu_cd4t_rest,,11.990247,2.0,,8.0,,,"zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0469997116582106,hub_generic_stress
CPD_908424475140,XRCC2,"zel031_a549,zel039_aec7",10,8,4,0.0038545773105562,0.3895619213581085,0.0681389204381477,zhu_cd4t_stim8hr,,11.490627,2.0,,5.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_930596955388,ARIH1,"zel031_a549,zel039_aec7",10,8,2,0.0010637354844428,0.2085625827312469,0.0950689511073965,zhu_cd4t_stim48hr,,11.039091,2.0,,8.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0242820596192661,hub_generic_stress
CPD_548023859323,MAPK8,"zel031_a549,zel039_aec7",6,8,2,0.0050527435511036,0.2595247626304626,0.0218185997395784,zhu_cd4t_stim48hr,,11.031153,2.0,,1.0,,,"zel031_a549,zel039_aec7",endoxifen,Nuclear_hormone_receptor,ESR1,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_908424475140,DDX6,"zel028_hek293,zel031_a549",10,8,2,0.004343586561475,0.2257317006587982,0.0868706569737184,zhu_cd4t_stim48hr,,10.88598,2.0,,3.0,,,"zel028_hek293,zel031_a549",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_168135774311,POU3F1,"zel031_a549,zel039_aec7",9,8,2,0.0084167626472933,0.2980627715587616,0.2257113210638414,zhu_cd4t_rest,,10.818624,2.0,,25.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0125520702326979,hub_generic_stress
CPD_360434106630,XRCC2,"zel031_a549,zel039_aec7",10,8,4,0.0016217311980539,0.3514754474163055,0.0837979293540485,replogle_k562_gwps,,10.581204,2.0,,1.0,,,"zel031_a549,zel039_aec7",IRAK inhibitor 1,Stress_kinase_inhibitor,IRAK1/IRAK4,strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_780406670572,XRCC2,"zel031_a549,zel039_aec7",10,8,4,0.0043584025947699,0.3875790238380432,0.0804429586293355,replogle_k562_gwps,,10.467355,2.0,,7.0,,,"zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0101042324893712,hub_generic_stress
CPD_168135774311,DCP2,"zel028_a549,zel039_aec7",6,8,6,0.0003543900062018,0.3881330192089081,0.0169047417786371,zhu_cd4t_rest,,10.235335,2.0,,37.0,,,"zel028_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0160551162262808,hub_generic_stress
CPD_978689160853,RAD51,"zel028_hek293,zel031_a549,zel039_aec7",7,8,3,0.0005466571912753,0.2324316948652267,0.0747009933103588,xatlas_hct116,,10.175638,3.0,,2.0,,,"zel028_hek293,zel031_a549,zel039_aec7",JAB-3068,Phosphatase_inhibitor,PTPN11/SHP2,strong_multi_dataset,0.0281102569922883,hub_generic_stress
CPD_908424475140,CXXC1,"zel031_a549,zel039_aec7",10,8,2,0.0066861679899707,0.3428773581981659,0.1356344190568789,rpe1,,10.10044,2.0,,14.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0469997116582106,hub_generic_stress
CPD_326167036106,RPS10-NUDT3,"zel031_a549,zel039_aec7",5,8,0,0.0204180845892075,0.3288999199867248,0.0383133995540239,k562_essential,,9.95736,2.0,,4.0,,,"zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_780406670572,CHTF18,"zel028_hek293,zel031_a549,zel039_aec7",10,8,1,0.0091934809862097,0.3456133306026459,0.09053876478318,rpe1,,9.86521,3.0,,29.0,,,"zel028_hek293,zel031_a549,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0069815522604155,frequent
CPD_360434106630,UPF2,"zel028_h1650,zel039_aec7",10,8,3,0.001114940198662,0.3680692017078399,0.0569154604780741,replogle_k562_gwps,,9.747417,2.0,,2.0,,,"zel028_h1650,zel039_aec7",IRAK inhibitor 1,Stress_kinase_inhibitor,IRAK1/IRAK4,strong_multi_dataset,0.0828829270986067,hub_generic_stress
CPD_930596955388,CCNA2,"zel031_a549,zel039_aec7",10,8,6,8.760402978537013e-05,0.1870739310979843,0.1049778992635096,zhu_cd4t_stim8hr,,9.616081,2.0,,33.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0179753498444794,hub_generic_stress
CPD_351179563828,ARIH1,"zel031_a549,zel039_aec7",10,8,4,0.0046095204325857,0.1927555054426193,0.1000835770998746,zhu_cd4t_stim48hr,,9.4810705,2.0,,10.0,,,"zel031_a549,zel039_aec7",N-deshydroxyethyl dasatinib,BCR_ABL_inhibitor,BCR-ABL/SRC,strong_multi_dataset,0.0242820596192661,hub_generic_stress
CPD_643250962150,DDX6,"zel031_a549,zel031_thp1",10,8,4,0.0003545784948142,0.1102038621902465,0.0811393612447167,zhu_cd4t_stim48hr,B_consensus_strong,9.421919,2.0,"zel031_a549,zel031_thp1",1.0,-2.0733981132507324,False,,,,,strong_multi_dataset,0.0349200311654529,hub_generic_stress
CPD_029002508615,RAD51,"zel028_hek293,zel031_a549,zel039_aec7",7,8,3,0.0006013229104028,0.2181259840726852,0.0724355858045697,xatlas_hct116,,9.3997755,3.0,,4.0,,,"zel028_hek293,zel031_a549,zel039_aec7",SMARCA ligand 1,Chromatin_remodeling,SMARCA2/SMARCA4,strong_multi_dataset,0.0281102569922883,hub_generic_stress
CPD_084033809589,THAP2,"zel024_h1650,zel024_hek293",6,8,6,0.0001772892474071,0.0415609553456306,0.0174457884580225,zhu_cd4t_stim48hr,B_consensus_strong,8.425278,2.0,"zel024_h1650,zel024_hek293",1.0,-0.1302396841347217,True,,,,,strong_multi_dataset,0.0185765731498579,hub_generic_stress
CPD_620232340013,SMG5,"zel024_h1650,zel024_hek293",9,8,6,0.0004178854993731,0.0866519808769226,0.0796835675042194,hepg2,B_consensus_strong,8.28543,2.0,"zel024_h1650,zel024_hek293",1.0,-0.8460978865623474,False,,,,,strong_multi_dataset,0.0482205630640302,hub_generic_stress
CPD_263536313360,RPLP0,"zel028_a549,zel028_hek293",8,8,5,0.0002184479274752,0.1114418134093284,0.0775193484882973,xatlas_hek293t,B_consensus_strong,8.230061,2.0,"zel028_a549,zel028_hek293",8.0,-0.4358307719230652,False,,,,,strong_multi_dataset,0.0107484003165624,hub_generic_stress
CPD_693553979692,YEATS2,"zel031_a549,zel031_thp1",10,8,4,0.0004368958549505,0.1124563366174697,0.1109486000835771,xatlas_hek293t,B_consensus_strong,8.074033,2.0,"zel031_a549,zel031_thp1",7.0,-1.0564448833465576,False,,,,,strong_multi_dataset,0.01033122496181,hub_generic_stress
CPD_372620197788,ZFC3H1,zel028_h1650,10,7,5,0.0001013581998783,0.0879359245300293,0.0079398244880902,replogle_k562_gwps,B_single_context,19.485737,1.0,zel028_h1650,1.0,-1.9933608770370483,False,,,,,strong_multi_dataset,0.050165336408979,hub_generic_stress
CPD_908424475140,MAPK8,"zel031_a549,zel039_aec7",6,7,2,0.0071802145199893,0.352028876543045,0.037250639072057,zhu_cd4t_stim48hr,,13.5610895,2.0,,1.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_930596955388,CXXC1,"zel031_a549,zel039_aec7",10,7,2,0.0062682824905975,0.343522846698761,0.1421973748176956,rpe1,,11.224461,2.0,,10.0,,,"zel031_a549,zel039_aec7",veliparib,PARP_inhibitor,PARP1/PARP2,strong_multi_dataset,0.0469997116582106,hub_generic_stress
CPD_056284183052,MAPK8,"zel031_a549,zel039_aec7",6,7,0,0.0100168424785036,0.3221047520637512,0.0295724605901199,zhu_cd4t_stim48hr,,11.0196495,2.0,,5.0,,,"zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0230243986233213,hub_generic_stress
CPD_168135774311,CHTF18,"zel031_a549,zel039_aec7",10,7,1,0.0098317453882019,0.3252757787704468,0.1065608023401588,replogle_k562_gwps,,10.964371,2.0,,10.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0069815522604155,frequent
CPD_727697023490,RPS10-NUDT3,"zel031_a549,zel039_aec7",5,7,0,0.0204180845892075,0.384520024061203,0.0376545712548145,k562_essential,,10.742601,2.0,,4.0,,,"zel031_a549,zel039_aec7",AZD-3463,ALK_MET_inhibitor,ALK/IGF1R,strong_multi_dataset,0.0261225391255268,hub_generic_stress
CPD_326167036106,SMG5,"zel028_hek293,zel031_a549,zel039_aec7",9,7,0,0.0104471374843292,0.2826900482177734,0.1011181332036947,rpe1,,10.588582,3.0,,9.0,,,"zel028_hek293,zel031_a549,zel039_aec7",Capmatinib,ALK_MET_inhibitor,MET,strong_multi_dataset,0.0482205630640302,hub_generic_stress
CPD_056284183052,CHTF18,"zel031_a549,zel039_aec7",10,7,2,0.0019114193654087,0.3217433989048004,0.0950689511073965,xatlas_hek293t,,10.354996,2.0,,2.0,,,"zel031_a549,zel039_aec7",fexagratinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0069815522604155,frequent
CPD_168135774311,ATXN10,"zel031_a549,zel039_aec7",8,7,5,0.0003543900062018,0.3415301740169525,0.0612202256581696,zhu_cd4t_rest,,10.316196,2.0,,32.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0201593855252421,hub_generic_stress
CPD_168135774311,MFN2,"zel031_a549,zel039_aec7",10,7,2,0.007521938988717,0.3181105852127075,0.1062752893737543,rpe1,,10.294317,2.0,,31.0,,,"zel031_a549,zel039_aec7",BAY-293,RAS_pathway_other,SOS1,strong_multi_dataset,0.0050797234372795,frequent
CPD_780406670572,MCM6,"zel028_hek293,zel039_aec7",7,7,4,0.0008357709987463,0.4154386222362518,0.0564145424153781,jurkat,,10.18616,2.0,,21.0,,,"zel028_hek293,zel039_aec7",MSC1094308,AAA_ATPase_inhibitor,VCP;VPS4B,strong_multi_dataset,0.0193802492009251,hub_generic_stress
CPD_097241972673,RFC2,"zel028_hek293,zel039_aec7",7,7,4,0.000109331438255,0.448298692703247,0.0467340380279684,xatlas_hct116,,10.120194,2.0,,26.0,,,"zel028_hek293,zel039_aec7",AZD-7624,Stress_kinase_inhibitor,p38 MAPK (MAPK14),strong_multi_dataset,0.0135213894393285,hub_generic_stress
CPD_908424475140,CHTF18,"zel031_a549,zel039_aec7",10,7,0,0.0114534765862558,0.3579246401786804,0.1138737985791893,replogle_k562_gwps,,10.109834,2.0,,22.0,,,"zel031_a549,zel039_aec7",derazantinib,FGFR_inhibitor,FGFR1/2/3,strong_multi_dataset,0.0069815522604155,frequent
